title,n_enrolled,course_type,institution,instructors,Level,subject,language,subtitles,course_effort,course_length,price
Producción musical y su efecto en la composición,7869,Self-paced on your time,Berklee College of Music,['Enrique Gonzalez Muller'],Introductory,Music,Español,['Español'],3–5 hours per week,6 Weeks,49
"Principle of Semiconductor Devices Part I: Semiconductors, PN Junctions and Bipolar Junction Transistors",12425,Self-paced on your time,The Hong Kong University of Science and Technology,['Mansun Chan'],Intermediate,Electronics,English,"['English', '中文']",2–4 hours per week,8 Weeks,70
"19th-Century Opera: Meyerbeer, Wagner, & Verdi",9340,Self-paced on your time,Harvard University,['Thomas Forrest Kelly'],Introductory,Music,English,['English'],3–5 hours per week,6 Weeks,99
Modelos predictivos con Machine Learning,5102,Self-paced on your time,Universidades Anáhuac,"['Eduardo Rodríguez  del Angel', 'Jorge Alberto Cerecedo Cordoba']",Intermediate,Computer Science,Español,['Español'],6–8 hours per week,4 Weeks,49
Quantitative Marketing Research,53260,Self-paced on your time,Indian Institute of Management Bangalore,['Prithwiraj Mukherjee'],Introductory,Business & Management,English,['English'],3–4 hours per week,5 Weeks,50
Les fondements de la stratégie d’entreprise,33021,Instructor-led on a course schedule,Université catholique de Louvain,"['Régis Coeurderoy', 'Alain Vas']",Introductory,Business & Management,Français,['Français'],3–6 hours per week,10 Weeks,150
Solar Energy: Integration of Photovoltaic Systems in Microgrids,20068,Instructor-led on a course schedule,Delft University of Technology,"['Seyedmahdi Izadkhast', 'Laura Ramirez', 'Pavol Bauer']",Advanced,Engineering,English,['English'],10–11 hours per week,9 Weeks,250
"Automated Software Testing: Unit Testing, Coverage Criteria and Design for Testability",12630,Self-paced on your time,Delft University of Technology,"['Arie van Deursen', 'Maurício Aniche']",Intermediate,Computer Science,English,['English'],3–5 hours per week,5 Weeks,99
Probability and Statistics I:  A Gentle Introduction to Probability,53260,Self-paced on your time,The Georgia Institute of Technology,['David Goldsman'],Intermediate,Data Analysis & Statistics,English,['English'],6–10 hours per week,3 Weeks,199
Introducción a las ecuaciones diferenciales,9868,Self-paced on your time,Universidad Galileo,"['Alberth Alvarado, Ph.D.', 'Henry Campos']",Intermediate,Math,Español,['Español'],4–6 hours per week,7 Weeks,49
Agile Mindset Introduction,53260,Self-paced on your time,Rolls-Royce,['James Hallam'],Introductory,Data Analysis & Statistics,English,['English'],1–5 hours per week,2 Weeks,49
Tropical coastal ecosystems,23031,Self-paced on your time,The University of Queensland,"['Ove Hoegh', 'Guldberg', 'Sophie Dove', 'Cath Lovelock', 'Pete Mumby']",Introductory,Biology & Life Sciences,English,['English'],4–5 hours per week,9 Weeks,99
Modern China’s Foundations: The Manchus and the Qing,47166,Self-paced on your time,Harvard University,"['Peter K. Bol', 'William C. Kirby', 'Mark C. Elliott']",Introductory,History,English,"['English', '中文']",1–3 hours per week,15 Weeks,139
El método de ciencia de datos,53260,Self-paced on your time,IBM,['Alex Aklson'],Introductory,Data Analysis & Statistics,Español,['Español'],3–7 hours per week,7 Weeks,39
AWS Developer: Deploying on AWS,25244,Self-paced on your time,Amazon Web Services,"['Seph Robinson', 'Rafael Lopes', 'Russell Sayers']",Advanced,Computer Science,English,['English'],3–4 hours per week,6 Weeks,149
Autonomous Mobile Robots,62362,Self-paced on your time,ETH Zurich,"['Roland Siegwart', 'Margarita Chli', 'Marco Hutter', 'Davide Scaramuzza']",Intermediate,Computer Science,English,['English'],4–8 hours per week,15 Weeks,50
Gestión por resultados para gobiernos subnacionales,65955,Self-paced on your time,Inter-American Development Bank,"['Mauricio García Moreno', 'Roberto García López']",Introductory,Business & Management,Español,['Español'],3–4 hours per week,10 Weeks,25
Introduction to Sociology,10412,Self-paced on your time,The University of Texas of the Permian Basin,['Joanna Hadjicostandi'],Introductory,Social Sciences,English,['English'],4–6 hours per week,6 Weeks,139
Transformación digital en las empresas,53260,Self-paced on your time,Pontificia Universidad Javeriana,"['ANDRES FELIPE VELASQUEZ', 'PEDRO PABLO MORA']",Introductory,Business & Management,Español,['Español'],5–6 hours per week,7 Weeks,49
Desafios e oportunidades na economia digital,6913,Self-paced on your time,Inter-American Development Bank,"['\u200bAna María Rodríguez', 'Ortiz', 'Agustina Calatayud', 'Pau Puig', 'Diego Molano']",Introductory,Economics & Finance,Português,['Português'],2–3 hours per week,10 Weeks,25
"Cellular Solids Part 1: Structures, Properties and Engineering Applications",7186,Self-paced on your time,Massachusetts Institute of Technology,"['Lorna J. Gibson', 'Jessica Sandland']",Advanced,Engineering,English,['English'],11–13 hours per week,9 Weeks,99
Introduction to Statistical Methods for Gene Mapping,15419,Self-paced on your time,Kyoto University,['Ryo Yamada'],Advanced,Data Analysis & Statistics,English,['English'],2–3 hours per week,4 Weeks,49
Cómo vivir una vida saludable y activa,8990,Self-paced on your time,Universidad Autónoma de Madrid,"['Rocío Fernández', 'Ballesteros', 'María Márquez González', 'Mª del Pilar Montero López', 'Ángeles Molina Martínez']",Introductory,Social Sciences,Español,['Español'],3–4 hours per week,5 Weeks,49
Mandarin Chinese Level 3,8418,Self-paced on your time,MandarinX,['Estella Chen'],Intermediate,Language,English,['English'],4–10 hours per week,6 Weeks,149
Databases: Advanced Topics in SQL,53260,Self-paced on your time,Stanford University,['Jennifer Widom'],Introductory,Computer Science,English,['English'],8–10 hours per week,2 Weeks,50
Data for Effective Policy Making,13797,Self-paced on your time,Inter-American Development Bank,"['Norma Palomino', 'Ivette Fis de Melo']",Introductory,Math,English,['English'],3–4 hours per week,10 Weeks,25
C Programming: Using Linux Tools and Libraries,13912,Self-paced on your time,Dartmouth_IMTx-Dartmouth College-IMT,"['Petra Bonfert', 'Taylor', 'Rémi Sharrock']",Intermediate,Computer Science,English,['English'],4–5 hours per week,7 Weeks,49
Lernen objekt-orientierter Programmierung,10657,Instructor-led on a course schedule,Technische Universität München,"['Peter Hubwieser', 'Johannes Krugel', 'Marc Berges', 'Alexandra Funke']",Introductory,Computer Science,Deutsch,['Deutsch'],3–5 hours per week,6 Weeks,49
Cybersecurity: The CISO's View,21507,Self-paced on your time,University of Washington,"['Barbara Endicott', 'Popovsky']",Introductory,Computer Science,English,['English'],2–5 hours per week,6 Weeks,199
Fundamentals of Java EE Development,10129,Self-paced on your time,Red Hat,['Will Dinyes'],Intermediate,Computer Science,English,['English'],1–3 hours per week,7 Weeks,99
"Instructional Design: Digital Media, New Tools and Technology",16419,Self-paced on your time,University System of Maryland-University of Maryland Global Campus,['Randy Hansen'],Intermediate,Education & Teacher Training,English,['English'],8–10 hours per week,8 Weeks,299
Molecular Biology – Part 3: RNA Processing and Translation,16520,Self-paced on your time,Massachusetts Institute of Technology,"['Stephen P. Bell', 'Tania A. Baker', 'Mary Ellen Wiltrout', 'Sera Thornton']",Advanced,Biology & Life Sciences,English,"['English', '中文']",4–8 hours per week,8 Weeks,99
Power and Responsibility: Doing Philosophy with Superheroes,8517,Self-paced on your time,The Smithsonian Institution,['Christopher Robichaud'],Introductory,Art & Culture,English,['English'],1–5 hours per week,5 Weeks,49
Aprendizaje automático y ciencia de datos,13994,Self-paced on your time,Universitat Politècnica de Valencia,"['José Hernández', 'Orallo', 'María José Ramírez Quintana', 'Fernando Martínez Plumed']",Intermediate,Computer Science,Español,['Español'],4–5 hours per week,5 Weeks,50
Sustainable Urban Freight Transport: A Global Perspective,7769,Self-paced on your time,Delft University of Technology,"['Lóránt Tavasszy', 'Ron van Duin', 'Tharsis Teoh', 'Eiichi Taniguchi']",Introductory,Engineering,English,['English'],4–6 hours per week,5 Weeks,50
MathTrackX: Statistics,53260,Self-paced on your time,University of Adelaide,"['Dr Melissa Humphries', 'Dr David Butler', 'Dr Brendan Harding', 'Dr Danny Stevenson']",Introductory,Math,English,['English'],3–6 hours per week,4 Weeks,79
Técnicas Cuantitativas y Cualitativas para la Investigación,29885,Self-paced on your time,Universitat Politècnica de Valencia,"['Adela García Aracil', 'Isabel Neira Gómez', 'Fernando Jiménez Sáez', 'José Félix Lozano Aguilar']",Intermediate,Data Analysis & Statistics,Español,['Español'],2–3 hours per week,6 Weeks,65
Strategic Applications of IT Project & Program Management,17914,Self-paced on your time,University of Washington,['Debra Hildebrand'],Introductory,Business & Management,English,['English'],2–5 hours per week,6 Weeks,199
Advanced Bioconductor,26063,Self-paced on your time,Harvard University,"['Rafael Irizarry', 'Michael Love']",Advanced,Data Analysis & Statistics,English,['English'],2–4 hours per week,4 Weeks,149
What Every Provider Should Know: Clinical Fundamentals,53260,Self-paced on your time,Stanford University,"['Matthew Strehlow', 'S.V. Mahadevan', 'Rebecca Walker']",Introductory,Medicine,English,['English'],4–6 hours per week,10 Weeks,50
Análisis e interpretación de información económica y financiera,5891,Self-paced on your time,Pontificia Universidad Javeriana,['Gregorio Gandini'],Intermediate,Economics & Finance,Español,['Español'],6–8 hours per week,5 Weeks,49
AWS IoT: Developing and Deploying an Internet of Things,8884,Self-paced on your time,Amazon Web Services,"['Bobbie Atristain', 'Adam Becker', 'Neel Mitra', 'Wes Gruver']",Intermediate,Computer Science,English,['English'],2–5 hours per week,4 Weeks,99
Measuring Sustainable Development,53260,Self-paced on your time,SDG Academy,"['Guido Schmidt', 'Traub', 'Guillaume Lafortune', 'Jessica Espey']",Intermediate,Data Analysis & Statistics,English,['English'],1–3 hours per week,5 Weeks,25
Embedded Systems - Shape The World: Multi-Threaded Interfacing,27814,Self-paced on your time,The University of Texas at Austin,"['Jonathan Valvano', 'Ramesh Yerraballi']",Intermediate,Computer Science,English,['English'],8–10 hours per week,8 Weeks,49
Hong Kong Cinema through a Global Lens | 全球化下的香港电影,12458,Instructor-led on a course schedule,University of Hong Kong,"['Aaron Magnan', 'Park', 'Stacilee Ford', 'Gina Marchetti']",Introductory,Humanities,English,"['English', '中文']",4–6 hours per week,6 Weeks,50
Image Processing and Analysis for Life Scientists,8621,Self-paced on your time,École polytechnique fédérale de Lausanne,"['Arne Seitz', 'Romain Guiet', 'Olivier Burri', 'Nicolas Chiaruttini']",Intermediate,Data Analysis & Statistics,English,['English'],2–3 hours per week,7 Weeks,199
La protección del menor,7654,Self-paced on your time,Universidad Autónoma de Madrid,"['Juan Antonio Chinchilla Peinado', 'Mónica Domínguez Martín', 'Liborio Hierro Sánchez', 'Pescador', 'Maravillas Espín Sáez']",Introductory,Law,Español,['Español'],3–5 hours per week,5 Weeks,49
Globalization: Past and Future,10127,Self-paced on your time,SDG Academy,['Jeffrey D. Sachs'],Introductory,History,English,"['English', 'Русский']",2–4 hours per week,4 Weeks,25
Star Trek: Inspiring Culture and Technology,6521,Self-paced on your time,The Smithsonian Institution,"['Margaret Weitekamp', 'Scott Mantz']",Introductory,History,English,['English'],1–3 hours per week,7 Weeks,40
Qué funciona en educación: políticas educativas basadas en evidencia,15701,Self-paced on your time,Inter-American Development Bank,['Emiliana Vegas'],Introductory,Education & Teacher Training,Español,['Español'],3–4 hours per week,10 Weeks,25
"Introduction to Cloud Development with HTML5, CSS3, and JavaScript",53260,Self-paced on your time,IBM,"['Rav Ahuja', 'Upkar Lidder']",Introductory,Computer Science,English,['English'],1–2 hours per week,4 Weeks,99
Tools for Academic Engagement in Public Policy,5035,Self-paced on your time,Massachusetts Institute of Technology,"['Chappell Lawson', 'Daniel Pomeroy']",Introductory,Communication,English,['English'],1–3 hours per week,3 Weeks,199
Theory of Change for Development,10736,Self-paced on your time,Wits University,"['Caitlin Blaser Mapitsa', 'Takunda Chirau']",Introductory,Social Sciences,English,['English'],3–4 hours per week,7 Weeks,199
Monozukuri: Making Things,53260,Self-paced on your time,Tokyo Institute of Technology,"['Hiroto Tanaka', 'Cesar A. Hernandez Reyes']",Introductory,Engineering,English,['English'],1–2 hours per week,4 Weeks,49
Drug Discovery & Medicinal Chemistry,53260,Self-paced on your time,Davidson College,['Erland Stevens'],Intermediate,Medicine,English,['English'],5–7 hours per week,5 Weeks,99
Digital Biomaterials,53260,Self-paced on your time,University of Hong Kong,"['Jukka Matinlinna', 'James Kit Hon Tsoi']",Introductory,Medicine,English,['English'],2–4 hours per week,4 Weeks,149
Natural Resources for Sustainable Development,9668,Self-paced on your time,SDG Academy,"['Lisa Sachs', 'Patrick Heller', 'NR Faculty']",Intermediate,Energy & Earth Sciences,English,"['اللغة العربية', 'English', 'Español', 'Français', 'Русский']",4–6 hours per week,12 Weeks,49
Omnichannel Strategy and Management,15860,Self-paced on your time,Dartmouth College,"['Santiago Gallino', 'Antonio Moreno', 'Garcia']",Intermediate,Business & Management,English,['English'],3–5 hours per week,4 Weeks,99
General Overview of Cannabis and the Industry’s Outlook and Professions,5048,Self-paced on your time,Doane University,"['Jazmin Oliver', 'Amanda McKinney, MD, FACLM', 'Andrea Holmes, PhD']",Introductory,Environmental Studies,English,['English'],5–10 hours per week,4 Weeks,199
Amazon SageMaker: Simplifying Machine Learning Application Development,11765,Self-paced on your time,Amazon Web Services,"['Russell Sayers', 'Asim Jalis', 'Carl Leonard']",Intermediate,Computer Science,English,['English'],2–4 hours per week,4 Weeks,99
Formulación y nomenclatura de compuestos químicos,12748,Self-paced on your time,Universitat Politècnica de Valencia,"['Teresa Pardo Vicente', 'Juan Antonio Llorens Molina']",Introductory,Chemistry,Español,['Español'],3–4 hours per week,6 Weeks,49
Introducción a la factura electrónica,5829,Self-paced on your time,LOGYCA,"['Kelly Toscano', 'Edna Melissa Reina Calderon']",Intermediate,Economics & Finance,Español,['Español'],3–4 hours per week,4 Weeks,49
Demand and Supply Analytics,23585,Instructor-led on a course schedule,Columbia University,['Daniel Guetta'],Intermediate,Business & Management,English,['English'],8–10 hours per week,12 Weeks,249
Advanced Algorithmics and Graph Theory with Python,13502,Self-paced on your time,IMT,"['Vincent Gripon', 'Patrick Meyer', 'Nicolas Farrugia', 'Carlos Eduardo Rosar Kos Lassance']",Intermediate,Computer Science,English,['English'],2–4 hours per week,6 Weeks,49
Modern Japanese Architecture Part 1: From Meiji Restoration to the Pacific War,53260,Self-paced on your time,Tokyo Institute of Technology,['David B. Stewart'],Intermediate,Architecture,English,['English'],3–5 hours per week,5 Weeks,59
Diagramas UML estructurales para la Ingeniería del Software,5820,Self-paced on your time,Universitat Politècnica de Valencia,"['Ignacio Panach', 'Óscar Pastor', 'Ana León']",Introductory,Computer Science,Español,['Español'],3–4 hours per week,5 Weeks,50
"A-level Mathematics for Year 12 - Course 2: Calculus, Newton’s Laws and Hypothesis Testing",6232,Self-paced on your time,Imperial College London,"['Philip Ramsden', 'Phil Chaffe']",Intermediate,Math,English,['English'],2–4 hours per week,7 Weeks,49
Fundamentos de Mecánica para Ingeniería,14219,Self-paced on your time,Universitat Politècnica de Valencia,"['Pilar Candelas Valiente', 'M. Ángeles Hernández Fenollosa', 'Constanza Rubio Michavila', 'Marcos Giménez Valentín']",Introductory,Physics,Español,['Español'],3–4 hours per week,6 Weeks,49
Leadership and Management for PM Practitioners in IT,21949,Self-paced on your time,University of Washington,"['Luke Panezich', 'Debra Hildebrand']",Introductory,Business & Management,English,['English'],2–5 hours per week,6 Weeks,199
Entrepreneurship 103: Show Me The Money,15184,Self-paced on your time,Massachusetts Institute of Technology,"['Bill Aulet', 'Erdin Beshimov']",Introductory,Business & Management,English,['English'],2–4 hours per week,10 Weeks,300
Historia de la ética,9383,Self-paced on your time,Universidad Carlos III de Madrid,"['Carlos Santiuste', 'Francisco Javier Sánz García', 'Carmen González Marín', 'Virginia Fusco']",Introductory,Philosophy & Ethics,Español,['Español'],1–3 hours per week,6 Weeks,29
Drainage in Agriculture: controlling water and salt levels in the soil,53260,Self-paced on your time,Wageningen University & Research,"['Dr. Ir. Henk Ritzema', 'Dr. Ir. Klaas Metselaar', 'Dr. Ir. Jos van Dam', 'Dr. Ir. Lodewijk Stuyt']",Advanced,Environmental Studies,English,['English'],18–20 hours per week,5 Weeks,49
Radio para internet con Podcast: creación y conceptos básicos,6460,Self-paced on your time,Universitat Politècnica de Valencia,"['José Ramón Díaz Sáenz Díaz Sáenz', 'Luisa Tolosa Robledo', 'Carlos Hernández Franco']",Introductory,Communication,Español,['Español'],3–4 hours per week,6 Weeks,50
Introducción a los circuitos eléctricos,11953,Self-paced on your time,Universidad Galileo,"['Preng Biba', 'Rodrigo Baessa', 'Eduardo Corpeño']",Intermediate,Electronics,Español,['Español'],6–8 hours per week,5 Weeks,49
AP® Physics 1: Challenging Concepts,12145,Self-paced on your time,Davidson Next,"['Larry Cain', 'Robert Morse', 'Peggy Bertrand']",Introductory,Physics,English,['English'],2–4 hours per week,8 Weeks,49
Introduction to Java Programming – Part 2,71203,Self-paced on your time,The Hong Kong University of Science and Technology,"['Ting', 'Chuen Pong', 'Tony W K Fung', 'Leo P M Fan']",Introductory,Computer Science,English,['English'],3–5 hours per week,5 Weeks,99
AP® Macroeconomics,29433,Self-paced on your time,Davidson Next,"['Clark Ross', 'Sally Meek']",Introductory,Economics & Finance,English,['English'],2–4 hours per week,18 Weeks,49
Climate Change Education,12056,Self-paced on your time,Inter-American Development Bank,"['Emma Naslund', 'Hadley', 'Juan Paredes']",Introductory,Education & Teacher Training,English,"['English', 'Español']",4–5 hours per week,10 Weeks,25
"Introducción al griego clásico: verbos, oraciones y filosofía",53260,Self-paced on your time,Universidad Autónoma de Madrid,"['Helena González', 'Vaquerizo', 'Araceli Striano Corrochano', 'Raquel Fornieles Sánchez']",Introductory,Language,Español,['Español'],4–5 hours per week,5 Weeks,49
Applied Deep Learning Capstone Project,8429,Self-paced on your time,IBM,['Joseph Santarcangelo'],Advanced,Data Analysis & Statistics,English,['English'],2–4 hours per week,5 Weeks,99
FinTech Ethics and Risks,10696,Self-paced on your time,University of Hong Kong,"['David L. Bishop', 'David S. Lee']",Introductory,Economics & Finance,English,"['English', 'English', '中文', '中文']",1–5 hours per week,6 Weeks,199
User Experience (UX) Design: Human Factors and Culture in Design | 设计的人因与文化,23828,Self-paced on your time,Tsinghua University,"['Pei', 'Luen Patrick Rau']",Advanced,Engineering,English,['English'],1–5 hours per week,7 Weeks,139
The Conquest of Space: Space Exploration and Rocket Science,19926,Self-paced on your time,Universidad Carlos III de Madrid,"['Manuel Sanjurjo Rivo', 'Mario Merino', 'Eduardo Ahedo', 'Manuel Soler']",Introductory,Engineering,English,['English'],3–4 hours per week,7 Weeks,129
Business Strategy and Operations in a Biobased Economy,53260,Self-paced on your time,Wageningen University & Research,"['Emiel Wubben', 'Jos Bijman', 'Renzo Akkerman', 'Argyris Kanellopoulos']",Advanced,Business & Management,English,['English'],12–16 hours per week,5 Weeks,149
What Works in Education: Evidence-Based Education Policies,5540,Self-paced on your time,Inter-American Development Bank,['Emiliana Vegas'],Introductory,Education & Teacher Training,English,['English'],3–4 hours per week,10 Weeks,25
Electric Cars: Business,14199,Self-paced on your time,Delft University of Technology,"['Frank Rieck', 'Roland Steinmetz', 'Rick Wolbertus', 'Bert van Wee']",Intermediate,Business & Management,English,['English'],4–5 hours per week,4 Weeks,50
Thermodynamics of Materials,53260,Self-paced on your time,Massachusetts Institute of Technology,"['Rafael Jaramillo', 'Jessica Sandland', 'John Harrold']",Intermediate,Engineering,English,['English'],9–12 hours per week,16 Weeks,150
Mechanics: Momentum and Energy,14846,Self-paced on your time,Massachusetts Institute of Technology,"['Peter Dourmashkin', 'George Stephans', 'Deepto Chakrabarty', 'Analia Barrantes']",Intermediate,Physics,English,['English'],10–12 hours per week,14 Weeks,49
Co-Creating Sustainable Cities,12415,Self-paced on your time,Delft University of Technology-Wageningen University & Research-Delft University & Wageningen University,"['Gert Spaargaren', 'Ellen van Bueren', 'Co', 'creating sustainable cities – Course contributors']",Advanced,Social Sciences,English,['English'],6–8 hours per week,8 Weeks,49
Cómo educar teniendo en cuenta la muerte,53260,Self-paced on your time,Universidad Autónoma de Madrid,"['Pablo Rodríguez Herrero', 'Agustín de la Herrán Gascón']",Introductory,Education & Teacher Training,Español,['Español'],2–5 hours per week,3 Weeks,49
Introduction to Animal Ethics,6608,Self-paced on your time,Kyoto University,['Tetsuji Iseda'],Introductory,Philosophy & Ethics,English,['English'],2–3 hours per week,5 Weeks,49
Teamwork & Collaboration,53260,Self-paced on your time,Rochester Institute of Technology,['David Neumann'],Introductory,Communication,English,['English'],4–6 hours per week,3 Weeks,199
Grant Writing and Crowdfunding for Public Libraries,12853,Self-paced on your time,The University of Michigan,['Kristin Fontichiaro'],Introductory,Humanities,English,['English'],2–3 hours per week,4 Weeks,49
Leading Ambitious Teaching and Learning,24273,Self-paced on your time,The University of Michigan-Microsoft Education,"['Deborah Loewenberg Ball', 'Nell Duke', 'Liz Kolb', 'Elizabeth Birr Moje']",Advanced,Education & Teacher Training,English,['English'],2–4 hours per week,6 Weeks,199
Financing Innovative Ventures,53260,Self-paced on your time,"The University of Maryland, College Park-University System of Maryland",['Michael Pratt'],Introductory,Business & Management,English,['English'],2–3 hours per week,4 Weeks,149
"A-level Mathematics for Year 13 - Course 2: General Motion, Moments and Equilibrium, The Normal Distribution, Vectors, Differentiation Methods, Integration Methods and Differential Equations",53260,Self-paced on your time,Imperial College London,"['Philip Ramsden', 'Phil Chaffe']",Intermediate,Math,English,['English'],2–4 hours per week,7 Weeks,49
Theories of Media and Technology,53260,Instructor-led on a course schedule,New York University,['Scott Fitzgerald'],Introductory,Art & Culture,English,['English'],8–10 hours per week,14 Weeks,249
Introducción a la Estructura de la Materia,11859,Self-paced on your time,Universitat Politècnica de Valencia,"['Carmen Gómez Benito', 'Teresa Pardo Vicente', 'Juan Antonio Llorens Molina']",Introductory,Chemistry,Español,['Español'],3–4 hours per week,4 Weeks,25
"Batteries, Fuel Cells, and their Role in Modern Society",11865,Self-paced on your time,Ural Federal University,['Dmitry Pelegov'],Introductory,Science,English,['English'],2–4 hours per week,6 Weeks,49
Communication Skills for Dialoguing Across Difference,60943,Self-paced on your time,Catalyst,"['Tolonda M. Tolbert', 'Jared Cline', 'Audrey Gallien']",Introductory,Communication,English,['English'],1–2 hours per week,1 Weeks,25
Social Media: How Media Got Social,13616,Self-paced on your time,Curtin University,"['Tama Leaver', 'Gwyneth Peaty']",Introductory,Communication,English,['English'],2–3 hours per week,4 Weeks,139
"Portfolio Management, Governance, & the PMO",17299,Self-paced on your time,University of Washington,['Luke Panezich'],Introductory,Business & Management,English,['English'],2–5 hours per week,6 Weeks,199
edX101: Overview of Creating an edX Course,22327,Self-paced on your time,edX,"['Mark Rudnick', 'Ildi Morris']",Introductory,Education & Teacher Training,English,['English'],1–2 hours per week,1 Weeks,99
"Soy docente, ¡qué miedo! Gestiona eficazmente tus emociones",53260,Self-paced on your time,Universidad Autónoma de Madrid,"['Claudia Messina Albarenque', 'Tamara Ambrona Benito', 'Gema de Pablo González']",Introductory,Education & Teacher Training,Español,['Español'],3–4 hours per week,4 Weeks,49
Data Analysis for Decision Making,8342,Instructor-led on a course schedule,"The University of Maryland, College Park-University System of Maryland","['P.K. Kannan', 'Margrét Bjarnadóttir', 'Kislaya Prasad', 'Lingling Zhang']",Advanced,Business & Management,English,['English'],8–10 hours per week,7 Weeks,214
UML Class Diagrams for Software Engineering,33710,Self-paced on your time,KU Leuven University,['Monique Snoeck'],Introductory,Computer Science,English,['English'],4–5 hours per week,3 Weeks,49
Driving Digital Innovation through Experimentation,16904,Instructor-led on a course schedule,Boston University,"['Paul R. Carlile', 'Ben Lubin']",Advanced,Computer Science,English,['English'],3–5 hours per week,6 Weeks,399
Compilation Basics for Macroeconomic Statistics,6570,Self-paced on your time,The International Monetary Fund,['Tobias (Murto) Wickens'],Introductory,Data Analysis & Statistics,English,['English'],3–6 hours per week,4 Weeks,25
Seguridad Vial en América Latina y el Caribe: de la teoría a la acción,20189,Self-paced on your time,Inter-American Development Bank,"['Dalve Soria Alves', 'Edgar Zamora', 'Marisela Ponce de León', 'Ana María Pinto']",Introductory,Engineering,Español,['Español'],2–3 hours per week,10 Weeks,25
From Fossil Resources to Biomass: A Chemistry Perspective,5464,Self-paced on your time,Wageningen University & Research,"['Harry Bitter', 'Maria Barbosa', 'Corjan van den Berg', 'Paul Struik']",Advanced,Energy & Earth Sciences,English,['English'],20–28 hours per week,5 Weeks,149
System Dynamics for Health Sciences,15157,Self-paced on your time,Wits University,"['David Rubin', 'Tak Igusa', 'Robyn Letts']",Intermediate,Medicine,English,['English'],2–4 hours per week,9 Weeks,139
Internet de las cosas (IoT) y Big Data,53260,Self-paced on your time,Universidad del Rosario,"['Jefferson Sarmiento Rojas', 'Daniel Alejandro Quiroga Torres', 'Pedro Antonio Aya Parra']",Intermediate,Data Analysis & Statistics,Español,['Español'],4–6 hours per week,4 Weeks,49
Introducción a Ciencias de Datos y Estadística Básica para Negocios,53260,Self-paced on your time,Tecnológico de Monterrey,['José Antonio Núñez Mora'],Advanced,Data Analysis & Statistics,Español,['Español'],5–8 hours per week,4 Weeks,49
Introduction to Psychological Research Methods,17087,Self-paced on your time,The University of Queensland,"['Blake McKimmie', 'Wen Wu']",Introductory,Humanities,English,['English'],1–2 hours per week,7 Weeks,99
Sustainable Packaging in a Circular Economy,6277,Self-paced on your time,Delft University of Technology,"['Conny Bakker', 'Ruud Balkenende', 'Janne de Hoop', 'Jos Vlugter']",Intermediate,Design,English,['English'],3–4 hours per week,6 Weeks,50
Design in Healthcare: Using Patient Journey Mapping,17946,Self-paced on your time,Delft University of Technology,['Richard H.M. Goossens'],Introductory,Design,English,['English'],3–4 hours per week,8 Weeks,129
"El manejo de plagas, malezas y enfermedades en los Sistemas de Siembra Directa",53260,Self-paced on your time,Universidad Nacional de Córdoba,['Roberto Peralta'],Intermediate,Biology & Life Sciences,Español,"['English', 'Español']",5–7 hours per week,4 Weeks,99
"Electronic, Optical, and Magnetic Properties of Materials",9717,Instructor-led on a course schedule,Massachusetts Institute of Technology,"['Polina Anikeeva', 'Jessica Sandland']",Advanced,Engineering,English,['English'],11–13 hours per week,15 Weeks,150
La España del Quijote,13277,Self-paced on your time,Universidad Autónoma de Madrid,['Pedro García Martín'],Introductory,History,Español,['Español'],5–7 hours per week,7 Weeks,19
Risk Management for Projects,22269,Self-paced on your time,University of Adelaide,"['Frank Schultmann', 'Noel Lindsay', 'Anton Jordaan', 'John Sing']",Introductory,Business & Management,English,['English'],2–3 hours per week,5 Weeks,199
Smithsonian’s Objects That Define America,9071,Self-paced on your time,The Smithsonian Institution,['Richard Kurin'],Introductory,Humanities,English,['English'],1–2 hours per week,5 Weeks,50
Creating Modern China: The Republican Period to the Present,43045,Self-paced on your time,Harvard University,"['Peter K. Bol', 'William C. Kirby']",Introductory,History,English,"['English', '中文']",1–3 hours per week,15 Weeks,139
Discover Political Science,6573,Instructor-led on a course schedule,Université catholique de Louvain,"['Nathalie Schiffino', 'Leclercq', 'Pierre Baudewyns', 'Vincent Legrand', 'Min Reuchamps']",Intermediate,Social Sciences,English,['English'],4–6 hours per week,10 Weeks,50
Data Science: Inferential Thinking through Simulations,17505,Self-paced on your time,"University of California, Berkeley","['Ani Adhikari', 'John DeNero', 'David Wagner']",Introductory,Computer Science,English,['English'],4–6 hours per week,5 Weeks,199
Programming for Data Science,41268,Self-paced on your time,University of Adelaide,"['Katrina Falkner', '\u200bClaudia Szabo', 'Nick Falkner']",Introductory,Computer Science,English,['English'],8–10 hours per week,10 Weeks,199
Public Sector Debt Statistics,53260,Self-paced on your time,The International Monetary Fund,['Tobias (Murto) Wickens'],Intermediate,Economics & Finance,English,['English'],6–8 hours per week,6 Weeks,25
Sensor Fusion and Non-linear Filtering for Automotive Systems,9709,Instructor-led on a course schedule,Chalmers University of Technology,['Lars Hammarstrand'],Advanced,Engineering,English,['English'],10–20 hours per week,6 Weeks,299
Creación musical con Soundcool: Introducción,53260,Self-paced on your time,Universitat Politècnica de Valencia,"['Jorge Sastre Martínez', 'Montse Briceño Mezquita', 'Elena Pelejero Ibáñez']",Introductory,Music,Español,['Español'],4–5 hours per week,5 Weeks,30
